architecture,auprc,auroc,base_architecture,budget,calibration_f1,clean_abstention,exact_error,f1,family,locator,model,n,primary,task,threshold,weight,within_one
a_one_shared__w1.00__peak,,,a_one_shared,,0.29892555640828855,0.6161137440758294,0.1782178217821782,0.2764650283553875,math,peak,qwen3_8b,514,0.2764650283553875,local,-0.05993057253950136,1.0,0.34983498349834985
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,math,peak,qwen3_8b,0,0.6004289400881935,online,,1.0,
a_one_shared__w1.00__peak,0.5403534911789171,0.5319158602516924,a_one_shared,16,,,,,math,peak,qwen3_8b,514,0.5319158602516924,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5668694277882527,0.5460603031817426,a_one_shared,32,,,,,math,peak,qwen3_8b,514,0.5460603031817426,online_budget,,1.0,
a_one_shared__w1.00__peak,0.616324207009103,0.5904657233136419,a_one_shared,64,,,,,math,peak,qwen3_8b,512,0.5904657233136419,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6347622710156584,0.6103921568627451,a_one_shared,128,,,,,math,peak,qwen3_8b,495,0.6103921568627451,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6641954356884836,0.6323352138483052,a_one_shared,256,,,,,math,peak,qwen3_8b,409,0.6323352138483052,online_budget,,1.0,
a_one_shared__w1.00__peak,0.7411263222016671,0.6379346680716544,a_one_shared,512,,,,,math,peak,qwen3_8b,203,0.6379346680716544,online_budget,,1.0,
a_three_independent__w0.50__peak,0.7226938625717386,0.7372828737146578,a_three_independent,,,,,,math,peak,qwen3_8b,514,0.7372828737146578,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.2915360501567398,0.5023696682464455,0.23102310231023102,0.31649889097423645,math,peak,qwen3_8b,514,0.31649889097423645,local,-0.4932450845482452,0.5,0.4521452145214521
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,math,peak,qwen3_8b,0,0.6004289400881935,online,,0.5,
a_three_independent__w0.50__peak,0.5403534911789171,0.5319158602516924,a_three_independent,16,,,,,math,peak,qwen3_8b,514,0.5319158602516924,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5668694277882527,0.5460603031817426,a_three_independent,32,,,,,math,peak,qwen3_8b,514,0.5460603031817426,online_budget,,0.5,
a_three_independent__w0.50__peak,0.616324207009103,0.5904657233136419,a_three_independent,64,,,,,math,peak,qwen3_8b,512,0.5904657233136419,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6347622710156584,0.6103921568627451,a_three_independent,128,,,,,math,peak,qwen3_8b,495,0.6103921568627451,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6641954356884836,0.6323352138483052,a_three_independent,256,,,,,math,peak,qwen3_8b,409,0.6323352138483052,online_budget,,0.5,
a_three_independent__w0.50__peak,0.7411263222016671,0.6379346680716544,a_three_independent,512,,,,,math,peak,qwen3_8b,203,0.6379346680716544,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.7226938625717386,0.7372828737146578,a_two_global_local,,,,,,math,peak,qwen3_8b,514,0.7372828737146578,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.2915360501567398,0.5023696682464455,0.23102310231023102,0.31649889097423645,math,peak,qwen3_8b,514,0.31649889097423645,local,-0.4932450845482452,0.5,0.4521452145214521
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,math,peak,qwen3_8b,0,0.6034863947410718,online,,0.5,
a_two_global_local__w0.50__peak,0.555121317881122,0.5564490482031711,a_two_global_local,16,,,,,math,peak,qwen3_8b,514,0.5564490482031711,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5670949445005862,0.5565701997486106,a_two_global_local,32,,,,,math,peak,qwen3_8b,514,0.5565701997486106,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5927590812319039,0.5945871685671108,a_two_global_local,64,,,,,math,peak,qwen3_8b,512,0.5945871685671108,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6229942336682701,0.6123856209150327,a_two_global_local,128,,,,,math,peak,qwen3_8b,495,0.6123856209150327,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6741897701915499,0.6494045035922658,a_two_global_local,256,,,,,math,peak,qwen3_8b,409,0.6494045035922658,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.730628895435082,0.6175974710221286,a_two_global_local,512,,,,,math,peak,qwen3_8b,203,0.6175974710221286,online_budget,,0.5,
a_one_shared__w1.00__peak,0.6657895417044349,0.6695551436515292,a_one_shared,,,,,,olympiadbench,peak,qwen3_8b,509,0.6695551436515292,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.25107607671344523,0.5418994413407822,0.11515151515151516,0.1899412552818716,olympiadbench,peak,qwen3_8b,509,0.1899412552818716,local,-0.2329556401545429,1.0,0.296969696969697
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,olympiadbench,peak,qwen3_8b,0,0.568682421995675,online,,1.0,
a_one_shared__w1.00__peak,0.5507515057563869,0.5346462774173617,a_one_shared,16,,,,,olympiadbench,peak,qwen3_8b,509,0.5346462774173617,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5366894654051064,0.5477448254556688,a_one_shared,32,,,,,olympiadbench,peak,qwen3_8b,509,0.5477448254556688,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5381993802534966,0.5592987333951188,a_one_shared,64,,,,,olympiadbench,peak,qwen3_8b,509,0.5592987333951188,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5510247875399523,0.578066110596231,a_one_shared,128,,,,,olympiadbench,peak,qwen3_8b,509,0.578066110596231,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6000926453246588,0.6205828634955928,a_one_shared,256,,,,,olympiadbench,peak,qwen3_8b,502,0.6205828634955928,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6448671586754475,0.670058211851336,a_one_shared,512,,,,,olympiadbench,peak,qwen3_8b,401,0.670058211851336,online_budget,,1.0,
a_three_independent__w0.50__peak,0.6673768970139107,0.6750386160024714,a_three_independent,,,,,,olympiadbench,peak,qwen3_8b,509,0.6750386160024714,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.326742301458671,0.5754189944134078,0.16363636363636364,0.2548103353490929,olympiadbench,peak,qwen3_8b,509,0.2548103353490929,local,-0.3989799165155039,0.5,0.41818181818181815
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,olympiadbench,peak,qwen3_8b,0,0.568682421995675,online,,0.5,
a_three_independent__w0.50__peak,0.5507515057563869,0.5346462774173617,a_three_independent,16,,,,,olympiadbench,peak,qwen3_8b,509,0.5346462774173617,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5366894654051064,0.5477448254556688,a_three_independent,32,,,,,olympiadbench,peak,qwen3_8b,509,0.5477448254556688,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5381993802534966,0.5592987333951188,a_three_independent,64,,,,,olympiadbench,peak,qwen3_8b,509,0.5592987333951188,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5510247875399523,0.578066110596231,a_three_independent,128,,,,,olympiadbench,peak,qwen3_8b,509,0.578066110596231,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6000926453246588,0.6205828634955928,a_three_independent,256,,,,,olympiadbench,peak,qwen3_8b,502,0.6205828634955928,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6448671586754475,0.670058211851336,a_three_independent,512,,,,,olympiadbench,peak,qwen3_8b,401,0.670058211851336,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6673768970139107,0.6750386160024714,a_two_global_local,,,,,,olympiadbench,peak,qwen3_8b,509,0.6750386160024714,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.326742301458671,0.5754189944134078,0.16363636363636364,0.2548103353490929,olympiadbench,peak,qwen3_8b,509,0.2548103353490929,local,-0.3989799165155039,0.5,0.41818181818181815
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,olympiadbench,peak,qwen3_8b,0,0.583812171763979,online,,0.5,
a_two_global_local__w0.50__peak,0.5433228217345651,0.5357275254865617,a_two_global_local,16,,,,,olympiadbench,peak,qwen3_8b,509,0.5357275254865617,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5522000765874293,0.5652301513747298,a_two_global_local,32,,,,,olympiadbench,peak,qwen3_8b,509,0.5652301513747298,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5526268216440641,0.5851714550509731,a_two_global_local,64,,,,,olympiadbench,peak,qwen3_8b,509,0.5851714550509731,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.558052677941079,0.5824528884769848,a_two_global_local,128,,,,,olympiadbench,peak,qwen3_8b,509,0.5824528884769848,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.594837848128343,0.6222822202811086,a_two_global_local,256,,,,,olympiadbench,peak,qwen3_8b,502,0.6222822202811086,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6396800779849968,0.6509279068610379,a_two_global_local,512,,,,,olympiadbench,peak,qwen3_8b,401,0.6509279068610379,online_budget,,0.5,
a_one_shared__w1.00__peak,0.5651584451452428,0.6204355510289667,a_one_shared,,,,,,omnimath,peak,qwen3_8b,517,0.6204355510289667,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.20375914836992684,0.4460431654676259,0.14814814814814814,0.22242152466367712,omnimath,peak,qwen3_8b,517,0.22242152466367712,local,-0.43524389455693846,1.0,0.3915343915343915
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,omnimath,peak,qwen3_8b,0,0.5218435894154074,online,,1.0,
a_one_shared__w1.00__peak,0.5247711472742358,0.5443489201090376,a_one_shared,16,,,,,omnimath,peak,qwen3_8b,517,0.5443489201090376,online_budget,,1.0,
a_one_shared__w1.00__peak,0.507653235150084,0.5261210795914089,a_one_shared,32,,,,,omnimath,peak,qwen3_8b,517,0.5261210795914089,online_budget,,1.0,
a_one_shared__w1.00__peak,0.500447628529675,0.512176856483839,a_one_shared,64,,,,,omnimath,peak,qwen3_8b,517,0.512176856483839,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5002820408927344,0.5315103223469757,a_one_shared,128,,,,,omnimath,peak,qwen3_8b,515,0.5315103223469757,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5375773075902491,0.5875122989822088,a_one_shared,256,,,,,omnimath,peak,qwen3_8b,498,0.5875122989822088,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5648633140356056,0.5968717363320623,a_one_shared,512,,,,,omnimath,peak,qwen3_8b,406,0.5968717363320623,online_budget,,1.0,
a_three_independent__w0.50__peak,0.5853388766561454,0.6360722523440074,a_three_independent,,,,,,omnimath,peak,qwen3_8b,517,0.6360722523440074,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.2949852507374632,0.49640287769784175,0.16666666666666666,0.24954792043399637,omnimath,peak,qwen3_8b,517,0.24954792043399637,local,-0.8153347414922504,0.5,0.3915343915343915
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,omnimath,peak,qwen3_8b,0,0.5218435894154074,online,,0.5,
a_three_independent__w0.50__peak,0.5247711472742358,0.5443489201090376,a_three_independent,16,,,,,omnimath,peak,qwen3_8b,517,0.5443489201090376,online_budget,,0.5,
a_three_independent__w0.50__peak,0.507653235150084,0.5261210795914089,a_three_independent,32,,,,,omnimath,peak,qwen3_8b,517,0.5261210795914089,online_budget,,0.5,
a_three_independent__w0.50__peak,0.500447628529675,0.512176856483839,a_three_independent,64,,,,,omnimath,peak,qwen3_8b,517,0.512176856483839,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5002820408927344,0.5315103223469757,a_three_independent,128,,,,,omnimath,peak,qwen3_8b,515,0.5315103223469757,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5375773075902491,0.5875122989822088,a_three_independent,256,,,,,omnimath,peak,qwen3_8b,498,0.5875122989822088,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5648633140356056,0.5968717363320623,a_three_independent,512,,,,,omnimath,peak,qwen3_8b,406,0.5968717363320623,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5853388766561454,0.6360722523440074,a_two_global_local,,,,,,omnimath,peak,qwen3_8b,517,0.6360722523440074,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.2949852507374632,0.49640287769784175,0.16666666666666666,0.24954792043399637,omnimath,peak,qwen3_8b,517,0.24954792043399637,local,-0.8153347414922504,0.5,0.3915343915343915
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,omnimath,peak,qwen3_8b,0,0.5187513218940143,online,,0.5,
a_two_global_local__w0.50__peak,0.49598537953379457,0.5011682592936525,a_two_global_local,16,,,,,omnimath,peak,qwen3_8b,517,0.5011682592936525,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.4964337089452629,0.49937093730341786,a_two_global_local,32,,,,,omnimath,peak,qwen3_8b,517,0.49937093730341786,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.4851612989734731,0.5038342869125004,a_two_global_local,64,,,,,omnimath,peak,qwen3_8b,517,0.5038342869125004,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5177551845979685,0.5336683568755283,a_two_global_local,128,,,,,omnimath,peak,qwen3_8b,515,0.5336683568755283,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5413061769702547,0.5715599141893962,a_two_global_local,256,,,,,omnimath,peak,qwen3_8b,498,0.5715599141893962,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.561564194007471,0.5831734389041362,a_two_global_local,512,,,,,omnimath,peak,qwen3_8b,406,0.5831734389041362,online_budget,,0.5,
a_one_shared__w1.00__peak,0.8482007592341848,0.8208631256384065,a_one_shared,,,,,,gsm8k,peak,llama31_8b,177,0.8208631256384065,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.26381909547738697,0.39759036144578314,0.20212765957446807,0.2680059841846548,gsm8k,peak,llama31_8b,177,0.2680059841846548,local,-0.4324018292646963,1.0,0.46808510638297873
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,gsm8k,peak,llama31_8b,0,0.7267697217736404,online,,1.0,
a_one_shared__w1.00__peak,0.6314091418372416,0.6186159346271707,a_one_shared,16,,,,,gsm8k,peak,llama31_8b,177,0.6186159346271707,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6665561715684741,0.6500255362614912,a_one_shared,32,,,,,gsm8k,peak,llama31_8b,177,0.6500255362614912,online_budget,,1.0,
a_one_shared__w1.00__peak,0.7257466801156369,0.6885330578512397,a_one_shared,64,,,,,gsm8k,peak,llama31_8b,176,0.6885330578512397,online_budget,,1.0,
a_one_shared__w1.00__peak,0.7811409158899335,0.765006385696041,a_one_shared,128,,,,,gsm8k,peak,llama31_8b,168,0.765006385696041,online_budget,,1.0,
a_one_shared__w1.00__peak,0.9092717360854188,0.8415736310473152,a_one_shared,256,,,,,gsm8k,peak,llama31_8b,90,0.8415736310473152,online_budget,,1.0,
a_one_shared__w1.00__peak,nan,nan,a_one_shared,512,,,,,gsm8k,peak,llama31_8b,1,nan,online_budget,,1.0,
a_three_independent__w0.50__peak,0.8490466903963774,0.8203524004085803,a_three_independent,,,,,,gsm8k,peak,llama31_8b,177,0.8203524004085803,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.39992037424106697,0.4819277108433735,0.3404255319148936,0.399002493765586,gsm8k,peak,llama31_8b,177,0.399002493765586,local,-0.4541229482374688,0.5,0.6063829787234043
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,gsm8k,peak,llama31_8b,0,0.7267697217736404,online,,0.5,
a_three_independent__w0.50__peak,0.6314091418372416,0.6186159346271707,a_three_independent,16,,,,,gsm8k,peak,llama31_8b,177,0.6186159346271707,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6665561715684741,0.6500255362614912,a_three_independent,32,,,,,gsm8k,peak,llama31_8b,177,0.6500255362614912,online_budget,,0.5,
a_three_independent__w0.50__peak,0.7257466801156369,0.6885330578512397,a_three_independent,64,,,,,gsm8k,peak,llama31_8b,176,0.6885330578512397,online_budget,,0.5,
a_three_independent__w0.50__peak,0.7811409158899335,0.765006385696041,a_three_independent,128,,,,,gsm8k,peak,llama31_8b,168,0.765006385696041,online_budget,,0.5,
a_three_independent__w0.50__peak,0.9092717360854188,0.8415736310473152,a_three_independent,256,,,,,gsm8k,peak,llama31_8b,90,0.8415736310473152,online_budget,,0.5,
a_three_independent__w0.50__peak,nan,nan,a_three_independent,512,,,,,gsm8k,peak,llama31_8b,1,nan,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.8490466903963774,0.8203524004085803,a_two_global_local,,,,,,gsm8k,peak,llama31_8b,177,0.8203524004085803,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.39992037424106697,0.4819277108433735,0.3404255319148936,0.399002493765586,gsm8k,peak,llama31_8b,177,0.399002493765586,local,-0.4541229482374688,0.5,0.6063829787234043
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,gsm8k,peak,llama31_8b,0,0.6917896290637713,online,,0.5,
a_two_global_local__w0.50__peak,0.602101147788856,0.5236210418794689,a_two_global_local,16,,,,,gsm8k,peak,llama31_8b,177,0.5236210418794689,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6337957241720792,0.6119765066394279,a_two_global_local,32,,,,,gsm8k,peak,llama31_8b,177,0.6119765066394279,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.7147546489917871,0.6741993801652892,a_two_global_local,64,,,,,gsm8k,peak,llama31_8b,176,0.6741993801652892,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.7416656555862973,0.7093798779622534,a_two_global_local,128,,,,,gsm8k,peak,llama31_8b,168,0.7093798779622534,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.8889279601546252,0.8070175438596492,a_two_global_local,256,,,,,gsm8k,peak,llama31_8b,90,0.8070175438596492,online_budget,,0.5,
a_two_global_local__w0.50__peak,nan,nan,a_two_global_local,512,,,,,gsm8k,peak,llama31_8b,1,nan,online_budget,,0.5,
a_one_shared__w1.00__peak,0.6710261069047607,0.6576560204746111,a_one_shared,,,,,,math,peak,llama31_8b,514,0.6576560204746111,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.31402831402831405,0.6398104265402843,0.17491749174917492,0.2747273844263554,math,peak,llama31_8b,514,0.2747273844263554,local,-0.2522734496986748,1.0,0.33993399339933994
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,math,peak,llama31_8b,0,0.6273185383470095,online,,1.0,
a_one_shared__w1.00__peak,0.5753741208473535,0.5749852346553996,a_one_shared,16,,,,,math,peak,llama31_8b,514,0.5749852346553996,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5935947696896164,0.5806793572910515,a_one_shared,32,,,,,math,peak,llama31_8b,514,0.5806793572910515,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6475811500994103,0.6210848912044131,a_one_shared,64,,,,,math,peak,llama31_8b,511,0.6210848912044131,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6586213637049597,0.6335521854896059,a_one_shared,128,,,,,math,peak,llama31_8b,492,0.6335521854896059,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6637660483821617,0.6205779514603044,a_one_shared,256,,,,,math,peak,llama31_8b,397,0.6205779514603044,online_budget,,1.0,
a_one_shared__w1.00__peak,0.7763704407546728,0.6527322404371585,a_one_shared,512,,,,,math,peak,llama31_8b,181,0.6527322404371585,online_budget,,1.0,
a_three_independent__w0.50__peak,0.724814478515853,0.7434010267593476,a_three_independent,,,,,,math,peak,llama31_8b,514,0.7434010267593476,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.29833568965944884,0.5734597156398105,0.25742574257425743,0.3553396961653584,math,peak,llama31_8b,514,0.3553396961653584,local,-0.4777858243270857,0.5,0.4884488448844885
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,math,peak,llama31_8b,0,0.6273185383470095,online,,0.5,
a_three_independent__w0.50__peak,0.5753741208473535,0.5749852346553996,a_three_independent,16,,,,,math,peak,llama31_8b,514,0.5749852346553996,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5935947696896164,0.5806793572910515,a_three_independent,32,,,,,math,peak,llama31_8b,514,0.5806793572910515,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6475811500994103,0.6210848912044131,a_three_independent,64,,,,,math,peak,llama31_8b,511,0.6210848912044131,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6586213637049597,0.6335521854896059,a_three_independent,128,,,,,math,peak,llama31_8b,492,0.6335521854896059,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6637660483821617,0.6205779514603044,a_three_independent,256,,,,,math,peak,llama31_8b,397,0.6205779514603044,online_budget,,0.5,
a_three_independent__w0.50__peak,0.7763704407546728,0.6527322404371585,a_three_independent,512,,,,,math,peak,llama31_8b,181,0.6527322404371585,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.724814478515853,0.7434010267593476,a_two_global_local,,,,,,math,peak,llama31_8b,514,0.7434010267593476,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.29833568965944884,0.5734597156398105,0.25742574257425743,0.3553396961653584,math,peak,llama31_8b,514,0.3553396961653584,local,-0.4777858243270857,0.5,0.4884488448844885
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,math,peak,llama31_8b,0,0.6193709689991254,online,,0.5,
a_two_global_local__w0.50__peak,0.5559021975524926,0.541486832341405,a_two_global_local,16,,,,,math,peak,llama31_8b,514,0.541486832341405,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5771298393573375,0.58906910181273,a_two_global_local,32,,,,,math,peak,llama31_8b,514,0.58906910181273,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6242530518025875,0.6079681274900398,a_two_global_local,64,,,,,math,peak,llama31_8b,511,0.6079681274900398,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6221256731474217,0.630773810508211,a_two_global_local,128,,,,,math,peak,llama31_8b,492,0.630773810508211,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6895387017155987,0.661276223776224,a_two_global_local,256,,,,,math,peak,llama31_8b,397,0.661276223776224,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.7579963494443474,0.6348360655737705,a_two_global_local,512,,,,,math,peak,llama31_8b,181,0.6348360655737705,online_budget,,0.5,
a_one_shared__w1.00__peak,0.6521705041967967,0.65021624961384,a_one_shared,,,,,,olympiadbench,peak,llama31_8b,509,0.65021624961384,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.13477175750744708,0.36312849162011174,0.07575757575757576,0.12536162005785922,olympiadbench,peak,llama31_8b,509,0.12536162005785922,local,-0.4993631329591455,1.0,0.23939393939393938
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,olympiadbench,peak,llama31_8b,0,0.5390176088971269,online,,1.0,
a_one_shared__w1.00__peak,0.549215051838467,0.5292091442693853,a_one_shared,16,,,,,olympiadbench,peak,llama31_8b,509,0.5292091442693853,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5303704788116816,0.534383688600556,a_one_shared,32,,,,,olympiadbench,peak,llama31_8b,509,0.534383688600556,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5264364333032493,0.5403305529811553,a_one_shared,64,,,,,olympiadbench,peak,llama31_8b,509,0.5403305529811553,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5233293233211704,0.5377046648130985,a_one_shared,128,,,,,olympiadbench,peak,llama31_8b,509,0.5377046648130985,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5693911958132709,0.5915798611111112,a_one_shared,256,,,,,olympiadbench,peak,llama31_8b,499,0.5915798611111112,online_budget,,1.0,
a_one_shared__w1.00__peak,0.6264667710537605,0.6324268324268324,a_one_shared,512,,,,,olympiadbench,peak,llama31_8b,393,0.6324268324268324,online_budget,,1.0,
a_three_independent__w0.50__peak,0.6598087082270188,0.6624343527957985,a_three_independent,,,,,,olympiadbench,peak,llama31_8b,509,0.6624343527957985,global,,0.5,
a_three_independent__w0.50__peak,,,a_three_independent,,0.32682859994911045,0.7150837988826816,0.14545454545454545,0.24173748819641172,olympiadbench,peak,llama31_8b,509,0.24173748819641172,local,-0.008927460933921792,0.5,0.30606060606060603
a_three_independent__w0.50__peak,,,a_three_independent,,,,,,olympiadbench,peak,llama31_8b,0,0.5390176088971269,online,,0.5,
a_three_independent__w0.50__peak,0.549215051838467,0.5292091442693853,a_three_independent,16,,,,,olympiadbench,peak,llama31_8b,509,0.5292091442693853,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5303704788116816,0.534383688600556,a_three_independent,32,,,,,olympiadbench,peak,llama31_8b,509,0.534383688600556,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5264364333032493,0.5403305529811553,a_three_independent,64,,,,,olympiadbench,peak,llama31_8b,509,0.5403305529811553,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5233293233211704,0.5377046648130985,a_three_independent,128,,,,,olympiadbench,peak,llama31_8b,509,0.5377046648130985,online_budget,,0.5,
a_three_independent__w0.50__peak,0.5693911958132709,0.5915798611111112,a_three_independent,256,,,,,olympiadbench,peak,llama31_8b,499,0.5915798611111112,online_budget,,0.5,
a_three_independent__w0.50__peak,0.6264667710537605,0.6324268324268324,a_three_independent,512,,,,,olympiadbench,peak,llama31_8b,393,0.6324268324268324,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6598087082270188,0.6624343527957985,a_two_global_local,,,,,,olympiadbench,peak,llama31_8b,509,0.6624343527957985,global,,0.5,
a_two_global_local__w0.50__peak,,,a_two_global_local,,0.32682859994911045,0.7150837988826816,0.14545454545454545,0.24173748819641172,olympiadbench,peak,llama31_8b,509,0.24173748819641172,local,-0.008927460933921792,0.5,0.30606060606060603
a_two_global_local__w0.50__peak,,,a_two_global_local,,,,,,olympiadbench,peak,llama31_8b,0,0.5947173308619091,online,,0.5,
a_two_global_local__w0.50__peak,0.5359583824147882,0.5528112449799196,a_two_global_local,16,,,,,olympiadbench,peak,llama31_8b,509,0.5528112449799196,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5540613324999789,0.5697096076614149,a_two_global_local,32,,,,,olympiadbench,peak,llama31_8b,509,0.5697096076614149,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5631272736524726,0.5953197405004634,a_two_global_local,64,,,,,olympiadbench,peak,llama31_8b,509,0.5953197405004634,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.5570033181469909,0.594114921223355,a_two_global_local,128,,,,,olympiadbench,peak,llama31_8b,509,0.594114921223355,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.584427301991055,0.6073816872427983,a_two_global_local,256,,,,,olympiadbench,peak,llama31_8b,499,0.6073816872427983,online_budget,,0.5,
a_two_global_local__w0.50__peak,0.6377469525746149,0.6295778295778296,a_two_global_local,512,,,,,olympiadbench,peak,llama31_8b,393,0.6295778295778296,online_budget,,0.5,
a_one_shared__w1.00__peak,0.5540765899736646,0.6010094958511818,a_one_shared,,,,,,omnimath,peak,llama31_8b,517,0.6010094958511818,global,,1.0,
a_one_shared__w1.00__peak,,,a_one_shared,,0.1674697036063659,0.5755395683453237,0.07936507936507936,0.13949433304272013,omnimath,peak,llama31_8b,517,0.13949433304272013,local,-0.4138822545608358,1.0,0.2962962962962963
a_one_shared__w1.00__peak,,,a_one_shared,,,,,,omnimath,peak,llama31_8b,0,0.5101031281572276,online,,1.0,
a_one_shared__w1.00__peak,0.5411569020898296,0.5707695533654854,a_one_shared,16,,,,,omnimath,peak,llama31_8b,517,0.5707695533654854,online_budget,,1.0,
a_one_shared__w1.00__peak,0.5075412941756663,0.5271695174190456,a_one_shared,32,,,,,omnimath,peak,llama31_8b,517,0.5271695174190456,online_budget,,1.0,
